Time,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,SdkRequest,ResponseRead
2021-12-29 09:29:17:7728738 PM,33.1774,,,,0.0503,0.0156,70.2876,0.0535
2021-12-29 09:29:22:8436412 PM,33.6346,,,,0.0094,0.0179,36.3403,0.0423
2021-12-29 09:29:27:9159303 PM,31.4506,,,,0.0091,0.0147,34.4132,0.0168
2021-12-29 09:29:32:9933127 PM,37.9688,,,,0.0085,0.0171,40.4591,0.0343
2021-12-29 09:29:38:0822840 PM,43.3118,,,,0.0095,0.0452,44.6041,0.0284
2021-12-29 09:29:43:1630863 PM,32.4917,,,,0.0102,0.0353,37.042,0.0414
2021-12-29 09:29:48:2371373 PM,33.9539,,,,0.0094,0.0284,37.4237,0.0487
2021-12-29 09:29:53:3489743 PM,56.2083,,,,0.0091,0.0153,57.4019,0.0243
2021-12-29 09:29:58:4377147 PM,33.3566,,,,0.0108,0.0161,36.5371,0.0432
2021-12-29 09:30:03:5221139 PM,44.3798,,,,0.0091,0.0605,47.767,0.1012
2021-12-29 09:30:08:5889361 PM,31.8324,,,,0.0087,0.0159,34.1429,0.0671
2021-12-29 09:30:13:6785462 PM,41.0482,,,,0.009,0.0149,43.4922,0.0237
2021-12-29 09:30:18:7514973 PM,33.6803,,,,0.0095,0.0161,37.1455,0.0298
2021-12-29 09:30:23:8482578 PM,35.7424,,,,0.0089,0.0152,38.2366,0.0288
2021-12-29 09:30:28:9261597 PM,33.5637,,,,0.0255,0.0147,36.446,0.0236
2021-12-29 09:30:34:0080765 PM,38.6468,,,,0.0089,0.016,41.562,0.0303
2021-12-29 09:30:39:1337881 PM,69.0131,,,,0.0142,0.0796,72.5373,3.2915
2021-12-29 09:30:44:3494472 PM,170.5484,30.1492,22.2635,57.7421,0.0098,0.0149,173.128,0.0256
2021-12-29 09:30:49:4563316 PM,37.5449,,,,0.0082,0.0161,40.8407,0.0369
2021-12-29 09:30:54:5379664 PM,33.2587,,,,0.0092,0.0142,34.0557,0.0252
2021-12-29 09:30:59:6196155 PM,35.5528,,,,0.0088,0.0157,38.6523,0.0264
2021-12-29 09:31:04:7004361 PM,36.0254,,,,0.0091,0.0144,37.1358,0.0299
2021-12-29 09:31:09:7789384 PM,33.8663,,,,0.0132,0.0192,36.5116,0.0279
2021-12-29 09:31:14:8702482 PM,41.6824,,,,0.009,0.0309,42.5115,0.0236
2021-12-29 09:31:19:9419429 PM,33.5537,,,,0.0089,0.0178,34.3825,0.0166
2021-12-29 09:31:25:0349183 PM,33.6717,,,,0.0102,0.0371,36.4993,0.0297
2021-12-29 09:31:30:1092211 PM,32.7269,,,,0.011,0.0142,35.0945,0.0225
2021-12-29 09:31:35:1812675 PM,31.4905,,,,0.0092,0.0187,34.3327,0.0338
2021-12-29 09:31:40:2767009 PM,36.563,,,,0.0089,0.0356,39.1301,0.0241
2021-12-29 09:31:45:3629072 PM,33.2609,,,,0.0088,0.0468,36.2349,0.0765
2021-12-29 09:31:50:4330158 PM,35.4743,,,,0.0161,0.0152,38.1742,0.0269
2021-12-29 09:31:55:5094934 PM,33.9288,,,,0.0091,0.0152,36.4906,0.0353
2021-12-29 09:32:00:5885230 PM,33.1008,,,,0.009,0.0143,35.2529,0.4201
2021-12-29 09:32:05:6672581 PM,36.9747,,,,0.0104,0.0152,39.5214,0.0243
2021-12-29 09:32:10:7628010 PM,31.9458,,,,0.0111,0.0141,34.6503,0.0316
2021-12-29 09:32:15:8472981 PM,35.7071,,,,0.0114,0.059,37.1873,0.107
2021-12-29 09:32:20:9368217 PM,35.6956,,,,0.0126,0.0152,38.424,0.0344
2021-12-29 09:32:26:0186256 PM,36.1892,,,,0.0089,0.015,37.0393,0.0256
2021-12-29 09:32:31:0988414 PM,33.9774,,,,0.0198,0.0142,36.7164,0.0238
2021-12-29 09:32:36:1937870 PM,35.6518,,,,0.0107,0.0159,37.0676,0.0287
2021-12-29 09:32:41:2835442 PM,31.2991,,,,0.0115,0.0136,34.223,0.0248
2021-12-29 09:32:46:3753492 PM,32.7886,,,,0.0099,0.0146,35.6114,0.0228
2021-12-29 09:32:51:4728565 PM,33.8216,,,,0.0098,0.0146,34.778,0.3754
2021-12-29 09:32:56:5664185 PM,36.0106,,,,0.0121,0.0148,38.6427,0.0266
2021-12-29 09:33:01:6470962 PM,30.4912,,,,0.009,0.0142,32.9459,0.0276
2021-12-29 09:33:06:7400302 PM,35.5787,,,,0.0092,0.0156,36.8332,0.0253
2021-12-29 09:33:11:8513142 PM,53.9558,,,,0.0091,0.0174,57.909,0.0325
2021-12-29 09:33:16:9397665 PM,32.1831,,,,0.0259,0.0143,34.6982,0.0231
2021-12-29 09:33:22:0218138 PM,32.8463,,,,0.0092,0.0211,35.6326,0.0257
2021-12-29 09:33:27:1004705 PM,35.1219,,,,0.009,0.0138,37.6813,0.0229
2021-12-29 09:33:32:2004983 PM,32.3593,,,,0.0256,0.0208,35.2236,0.0264
2021-12-29 09:33:37:2966116 PM,35.5588,,,,0.0085,0.06,37.2442,0.149
2021-12-29 09:33:42:3921152 PM,35.587,,,,0.0097,0.0144,38.413,0.3257
2021-12-29 09:33:47:4738125 PM,32.0716,,,,0.0099,0.0145,35.0289,0.0317
2021-12-29 09:33:52:5526949 PM,32.294,,,,0.0128,0.0282,34.8798,0.0283
2021-12-29 09:33:57:6198979 PM,31.0961,,,,0.0091,0.0134,33.4806,0.0263
2021-12-29 09:34:02:7143905 PM,33.2097,,,,0.0139,0.0131,35.8639,0.0253
2021-12-29 09:34:07:8029509 PM,31.5088,,,,0.0093,0.0153,34.0682,0.029
2021-12-29 09:34:12:8972564 PM,36.2968,,,,0.0088,0.0554,37.7112,0.0992
2021-12-29 09:34:17:9740276 PM,30.3915,,,,0.0089,0.014,33.6829,0.0256
2021-12-29 09:34:23:0443928 PM,30.368,,,,0.0089,0.024,33.1049,0.0294
2021-12-29 09:34:28:1227152 PM,34.0986,,,,0.009,0.0143,35.6975,0.0233
2021-12-29 09:34:33:2059573 PM,34.4575,,,,0.0091,0.04,35.3035,0.0338
2021-12-29 09:34:38:2956183 PM,35.0764,,,,0.0101,0.0597,37.7403,0.4697
2021-12-29 09:34:43:5021132 PM,151.415,28.4107,19.333,55.0117,0.0095,0.0617,152.8596,0.1038
2021-12-29 09:34:48:5886920 PM,31.4931,,,,0.0121,0.0201,34.2141,0.0283
2021-12-29 09:34:53:6684145 PM,31.263,,,,0.0092,0.0177,33.9274,0.0271
2021-12-29 09:34:58:7494715 PM,33.9354,,,,0.0099,0.0144,34.8038,0.0237
2021-12-29 09:35:03:8359811 PM,35.2849,,,,0.0089,0.0155,37.8325,0.038
2021-12-29 09:35:08:9324598 PM,35.7732,,,,0.0091,0.0151,38.2446,0.0259
2021-12-29 09:35:14:0074893 PM,31.9294,,,,0.0091,0.017,32.8201,0.0338
2021-12-29 09:35:19:0854545 PM,35.5021,,,,0.0128,0.03,36.4696,0.0281
2021-12-29 09:35:24:1544780 PM,33.734,,,,0.009,0.0145,35.0757,0.0318
2021-12-29 09:35:29:2433019 PM,50.533,,,,0.0086,0.016,53.1607,0.0267
2021-12-29 09:35:34:3288998 PM,36.0542,,,,0.0087,0.0178,38.8979,0.0444
2021-12-29 09:35:39:4226181 PM,37.5391,,,,0.0095,0.0176,40.1306,0.0271
2021-12-29 09:35:44:5124311 PM,39.1252,,,,0.0134,0.0519,40.6208,0.0996
2021-12-29 09:35:49:6130124 PM,40.5606,,,,0.0087,0.0186,41.6279,0.0314
2021-12-29 09:35:54:7149937 PM,55.0859,,,,0.0117,0.0144,56.3321,0.0289
2021-12-29 09:35:59:8188167 PM,53.4334,,,,0.0123,0.0155,54.7778,0.0253
2021-12-29 09:36:04:9039722 PM,37.3683,,,,0.0089,0.016,38.3864,0.0268
2021-12-29 09:36:09:9930459 PM,33.8305,,,,0.0086,0.0174,36.417,0.0399
2021-12-29 09:36:15:0672248 PM,33.3826,,,,0.0092,0.0152,35.5152,0.03
2021-12-29 09:36:20:1665576 PM,33.7244,,,,0.0084,0.0197,36.7339,0.0238
2021-12-29 09:36:25:2563289 PM,37.1916,,,,0.0087,0.0148,38.293,0.0293
2021-12-29 09:36:30:3229432 PM,32.9141,,,,0.0087,0.0224,35.1768,0.0231
2021-12-29 09:36:35:3935252 PM,35.1118,,,,0.0095,0.0122,36.2936,0.0242
2021-12-29 09:36:40:4836735 PM,32.6021,,,,0.0096,0.0142,35.4043,0.0263
2021-12-29 09:36:45:5505137 PM,34.0181,,,,0.0096,0.0142,35.345,0.0263
2021-12-29 09:36:50:6182128 PM,36.6664,,,,0.0091,0.0161,38.9058,0.023
2021-12-29 09:36:55:6859888 PM,28.8239,,,,0.0087,0.0196,31.1655,0.0306
2021-12-29 09:37:00:7794914 PM,37.389,,,,0.009,0.0178,39.8254,0.0327
2021-12-29 09:37:05:8704038 PM,35.2901,,,,0.0248,0.0174,37.7808,0.0382
2021-12-29 09:37:10:9595507 PM,33.8309,,,,0.0098,0.0137,36.4906,0.0275
2021-12-29 09:37:16:0414218 PM,33.8071,,,,0.0094,0.0145,36.504,0.0278
2021-12-29 09:37:21:1165701 PM,33.1501,,,,0.0085,0.0197,35.5383,0.0205
2021-12-29 09:37:26:2096602 PM,34.0093,,,,0.0243,0.0194,36.9965,0.0219
2021-12-29 09:37:31:2861692 PM,32.6914,,,,0.009,0.0356,35.1352,0.0246
2021-12-29 09:37:36:3821149 PM,41.0207,,,,0.009,0.0141,41.8532,0.0245
2021-12-29 09:37:41:4644939 PM,35.156,,,,0.0087,0.0143,37.5587,0.0275
2021-12-29 09:37:46:5636961 PM,36.4648,,,,0.0114,0.0154,38.8543,0.0264
2021-12-29 09:37:51:6567404 PM,36.798,,,,0.0088,0.0167,38.2132,0.0385
2021-12-29 09:37:56:7530128 PM,36.8422,,,,0.0086,0.0166,39.8527,0.042
2021-12-29 09:38:01:8296465 PM,31.8938,,,,0.0113,0.0137,34.3843,0.0274
2021-12-29 09:38:06:9096177 PM,36.3704,,,,0.0089,0.0134,38.6789,0.0229
2021-12-29 09:38:12:0044435 PM,40.2376,,,,0.0161,0.0187,41.8832,0.0264
2021-12-29 09:38:17:0835659 PM,37.0164,,,,0.0085,0.0182,39.2667,0.0256
2021-12-29 09:38:22:1686144 PM,32.9801,,,,0.0086,0.0532,34.2049,0.1175
2021-12-29 09:38:27:2603297 PM,35.9458,,,,0.009,0.0144,36.817,0.0238
2021-12-29 09:38:32:3517894 PM,35.6892,,,,0.0093,0.0186,38.1355,0.0271
2021-12-29 09:38:37:4454362 PM,34.5592,,,,0.0116,0.0157,37.1917,0.2201
2021-12-29 09:38:42:6505152 PM,151.0564,30.2489,20.5156,58.2896,0.0092,0.0319,152.5368,0.0427
2021-12-29 09:38:47:7324932 PM,35.6788,,,,0.0172,0.0552,37.1236,0.189
2021-12-29 09:38:52:8259694 PM,35.0018,,,,0.0094,0.0138,38.0566,0.0228
2021-12-29 09:38:57:9041431 PM,34.8164,,,,0.0093,0.0154,37.2442,0.0556
