Time,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,SdkRequest,ResponseRead
2021-12-29 10:07:49:4829810 PM,31.505,,,,0.0333,0.0209,33.0367,0.5217
2021-12-29 10:07:49:5612271 PM,33.5096,,,,0.0147,0.0224,37.112,2.9611
2021-12-29 10:07:49:6365592 PM,32.0192,,,,0.0138,0.03,34.7122,0.0326
2021-12-29 10:07:49:7136637 PM,33.9285,,,,0.0182,0.0204,35.6835,0.0366
2021-12-29 10:07:49:8071146 PM,35.545,,,,0.0207,0.0216,39.3232,0.0436
2021-12-29 10:07:49:8854999 PM,39.0308,,,,0.0266,0.0641,42.14,0.1328
2021-12-29 10:07:49:9616555 PM,34.9852,,,,0.0137,0.0636,36.6247,0.045
2021-12-29 10:07:50:0406716 PM,31.6851,,,,0.0175,0.0413,36.039,0.037
2021-12-29 10:07:50:1355359 PM,33.3782,,,,0.0177,0.0174,39.9937,0.029
2021-12-29 10:07:50:2144687 PM,33.7006,,,,0.0133,0.0181,36.2782,0.0332
2021-12-29 10:07:50:3064164 PM,32.7481,,,,0.0173,0.0384,39.8199,0.0533
2021-12-29 10:07:50:3994267 PM,39.8164,,,,0.02,0.0197,41.5269,0.0397
2021-12-29 10:07:50:4954888 PM,38.9264,,,,0.0223,0.0223,40.5859,0.037
2021-12-29 10:07:50:5592511 PM,29.9032,,,,0.0139,0.0196,32.7022,0.0279
2021-12-29 10:07:50:6209837 PM,31.9545,,,,0.0132,0.0195,34.7021,0.0315
2021-12-29 10:07:50:7004213 PM,31.0315,,,,0.0132,0.0197,33.58,1.1201
2021-12-29 10:07:50:8850599 PM,145.3287,21.9794,22.0744,55.8021,0.0156,0.0224,148.2637,0.0311
2021-12-29 10:07:50:9641592 PM,31.3629,,,,0.0182,0.017,34.2649,0.0439
2021-12-29 10:07:51:0282733 PM,32.5032,,,,0.0135,0.0176,35.6,0.0269
2021-12-29 10:07:51:1066988 PM,33.1436,,,,0.0136,0.0426,35.7003,0.0288
2021-12-29 10:07:51:1832722 PM,34.6029,,,,0.0143,0.0175,37.7314,0.0289
2021-12-29 10:07:51:2460109 PM,33.2706,,,,0.0157,0.0398,34.3418,0.0615
2021-12-29 10:07:51:3272622 PM,35.4928,,,,0.0194,0.0185,40.9924,0.0822
2021-12-29 10:07:51:4041993 PM,31.2978,,,,0.0142,0.0217,33.9962,0.0334
2021-12-29 10:07:51:4674476 PM,31.6201,,,,0.0131,0.0183,34.5134,0.0321
2021-12-29 10:07:51:5290279 PM,32.1905,,,,0.0142,0.0204,34.8335,0.0468
2021-12-29 10:07:51:5920617 PM,31.4211,,,,0.0138,0.0227,34.112,0.0316
2021-12-29 10:07:51:6539704 PM,32.0292,,,,0.0139,0.018,34.779,0.0287
2021-12-29 10:07:51:7332015 PM,35.0842,,,,0.0136,0.0189,37.7747,0.0282
2021-12-29 10:07:51:8090093 PM,32.7142,,,,0.0136,0.0201,35.3799,0.0335
2021-12-29 10:07:51:8732865 PM,31.8563,,,,0.015,0.0178,34.8185,0.0288
2021-12-29 10:07:51:9363392 PM,32.4768,,,,0.0137,0.0182,35.194,0.028
2021-12-29 10:07:52:0159597 PM,35.7412,,,,0.0164,0.0188,38.2299,0.0317
2021-12-29 10:07:52:0916055 PM,33.2553,,,,0.0133,0.0171,35.78,0.0565
2021-12-29 10:07:52:1577040 PM,33.6953,,,,0.0146,0.0179,36.1712,0.0278
2021-12-29 10:07:52:2351403 PM,31.2613,,,,0.0142,0.0234,33.7597,0.038
2021-12-29 10:07:52:3106276 PM,31.8877,,,,0.0139,0.0209,35.4284,0.0309
2021-12-29 10:07:52:3723963 PM,31.9046,,,,0.0137,0.0212,34.5883,0.0436
2021-12-29 10:07:52:4494891 PM,33.867,,,,0.0161,0.0181,36.5281,0.0279
2021-12-29 10:07:52:5111165 PM,30.0933,,,,0.0136,0.0188,32.7901,0.0285
2021-12-29 10:07:52:5895313 PM,36.1925,,,,0.0132,0.0217,39.2045,0.0321
2021-12-29 10:07:52:6687624 PM,33.9527,,,,0.0135,0.0229,36.5841,0.0285
2021-12-29 10:07:52:7315898 PM,30.5384,,,,0.0139,0.0188,33.2806,0.032
2021-12-29 10:07:52:8072550 PM,29.9069,,,,0.0137,0.0187,32.9836,0.0348
2021-12-29 10:07:52:8840683 PM,32.1075,,,,0.0135,0.0213,34.6916,0.0331
2021-12-29 10:07:52:9457428 PM,32.8322,,,,0.0133,0.0175,35.3337,0.0277
2021-12-29 10:07:53:0235686 PM,31.9664,,,,0.0154,0.0173,34.4642,0.032
2021-12-29 10:07:53:1020467 PM,30.4478,,,,0.0135,0.019,33.1844,0.0402
2021-12-29 10:07:53:1785714 PM,33.853,,,,0.0141,0.0186,36.4019,0.0354
2021-12-29 10:07:53:2553371 PM,31.4261,,,,0.0131,0.0168,33.8966,0.0274
2021-12-29 10:07:53:3192132 PM,31.027,,,,0.0154,0.0213,33.8091,0.0288
2021-12-29 10:07:53:3972055 PM,32.9373,,,,0.0141,0.017,35.6487,0.0269
2021-12-29 10:07:53:4715120 PM,34.5034,,,,0.0135,0.0214,36.8354,0.0369
2021-12-29 10:07:53:5516568 PM,31.7867,,,,0.0134,0.0654,34.7197,0.1072
2021-12-29 10:07:53:6104198 PM,31.0501,,,,0.0129,0.0174,33.5145,0.0269
2021-12-29 10:07:53:6735044 PM,32.1265,,,,0.0142,0.0223,34.5446,0.0267
2021-12-29 10:07:53:7534141 PM,32.8475,,,,0.0132,0.0728,35.9472,0.1229
2021-12-29 10:07:53:8342484 PM,36.2452,,,,0.0136,0.0183,38.7064,0.0296
2021-12-29 10:07:53:9069014 PM,31.2757,,,,0.0137,0.0203,33.8892,0.0297
2021-12-29 10:07:53:9883399 PM,32.0017,,,,0.0132,0.0178,34.9353,0.0272
2021-12-29 10:07:54:0629144 PM,33.8407,,,,0.0142,0.0205,36.4205,0.0274
2021-12-29 10:07:54:1435576 PM,32.8505,,,,0.0138,0.0189,35.645,0.0317
2021-12-29 10:07:54:2203610 PM,33.5306,,,,0.0146,0.0199,36.4698,0.031
2021-12-29 10:07:54:2848057 PM,30.6957,,,,0.0136,0.0191,33.4499,0.0286
2021-12-29 10:07:54:3434940 PM,30.838,,,,0.0136,0.0173,33.4037,0.0268
2021-12-29 10:07:54:4191052 PM,34.8382,,,,0.0139,0.0217,37.6226,0.0292
2021-12-29 10:07:54:4965636 PM,31.7836,,,,0.0171,0.0177,34.595,0.0728
2021-12-29 10:07:54:5714527 PM,33.126,,,,0.0174,0.0174,35.7507,0.0269
2021-12-29 10:07:54:6402703 PM,29.8922,,,,0.0136,0.0178,32.4151,0.0273
2021-12-29 10:07:54:7269715 PM,30.0801,,,,0.0136,0.02,32.9603,0.0313
2021-12-29 10:07:54:8074756 PM,32.5515,,,,0.0127,0.0173,35.5758,0.0301
2021-12-29 10:07:54:8875096 PM,33.7275,,,,0.0136,0.0735,37.0274,0.117
2021-12-29 10:07:54:9739598 PM,31.7054,,,,0.0142,0.0178,34.6533,0.0274
2021-12-29 10:07:55:0500884 PM,32.2797,,,,0.0136,0.0182,34.9146,0.8182
2021-12-29 10:07:55:1265749 PM,37.4675,,,,0.014,0.0254,39.9376,0.0424
2021-12-29 10:07:55:2082279 PM,32.7409,,,,0.0141,0.0223,36.1494,0.0303
2021-12-29 10:07:55:2985945 PM,33.9845,,,,0.0204,0.0291,37.5844,0.0629
2021-12-29 10:07:55:3914776 PM,32.112,,,,0.0211,0.0239,35.7833,0.0421
2021-12-29 10:07:55:4745258 PM,44.1268,,,,0.0152,0.0371,47.1674,0.0564
2021-12-29 10:07:55:5456394 PM,32.2123,,,,0.0161,0.0188,35.0253,0.0357
2021-12-29 10:07:55:6231072 PM,34.1331,,,,0.015,0.0346,37.3401,0.0503
2021-12-29 10:07:55:7007909 PM,31.2358,,,,0.0146,0.0196,34.9975,0.0536
2021-12-29 10:07:55:7632082 PM,32.1629,,,,0.0135,0.0197,35.7427,0.0436
2021-12-29 10:07:55:8414242 PM,32.2502,,,,0.0145,0.0188,35.0001,1.2671
2021-12-29 10:07:55:9166870 PM,30.0789,,,,0.015,0.0184,33.257,0.0403
2021-12-29 10:07:55:9954142 PM,33.2903,,,,0.0133,0.0173,35.9557,0.0293
2021-12-29 10:07:56:0734095 PM,32.7869,,,,0.0135,0.0197,35.7532,0.0408
2021-12-29 10:07:56:1538759 PM,35.565,,,,0.0136,0.0203,38.5547,0.0354
2021-12-29 10:07:56:2469281 PM,35.0069,,,,0.0227,0.0347,39.5132,0.1471
2021-12-29 10:07:56:3556325 PM,33.6005,,,,0.0227,0.0296,38.2276,0.0495
2021-12-29 10:07:56:4465337 PM,30.6476,,,,0.0308,0.037,37.1343,0.0822
2021-12-29 10:07:56:5244275 PM,34.2185,,,,0.0272,0.0225,37.7657,0.0548
2021-12-29 10:07:56:5994033 PM,30.1875,,,,0.0239,0.0246,36.541,0.0321
2021-12-29 10:07:56:6767047 PM,33.5414,,,,0.0136,0.017,36.2624,0.0283
2021-12-29 10:07:56:7399923 PM,31.4434,,,,0.0138,0.017,33.9354,0.0345
2021-12-29 10:07:56:8155134 PM,32.1275,,,,0.0133,0.0167,34.4868,0.0309
2021-12-29 10:07:56:8924402 PM,30.5754,,,,0.0148,0.017,32.9209,0.0276
2021-12-29 10:07:56:9545404 PM,29.4856,,,,0.0142,0.0177,32.3186,0.0269
2021-12-29 10:07:57:0294422 PM,30.4591,,,,0.0134,0.0597,33.7375,0.0693
2021-12-29 10:07:57:1096342 PM,31.961,,,,0.0126,0.0173,34.6691,0.0309
2021-12-29 10:07:57:1882909 PM,31.7497,,,,0.0139,0.0183,34.7418,0.0404
2021-12-29 10:07:57:2658803 PM,30.6831,,,,0.0141,0.0215,33.4932,0.0303
2021-12-29 10:07:57:3434281 PM,30.8498,,,,0.0221,0.0171,35.0673,0.0362
2021-12-29 10:07:57:4168196 PM,31.3263,,,,0.0144,0.0182,33.9854,0.6081
2021-12-29 10:07:57:4951519 PM,31.1036,,,,0.0148,0.0179,33.8877,0.0277
2021-12-29 10:07:57:5769987 PM,29.9752,,,,0.0141,0.0349,35.6371,0.0589
2021-12-29 10:07:57:6667199 PM,32.914,,,,0.0179,0.037,36.4058,0.1145
2021-12-29 10:07:57:7617665 PM,35.9908,,,,0.0208,0.0186,40.5695,0.0346
2021-12-29 10:07:57:8549373 PM,36.9357,,,,0.0188,0.0189,40.411,0.0288
2021-12-29 10:07:57:9351706 PM,30.753,,,,0.0188,0.0293,34.8113,0.0417
2021-12-29 10:07:58:0278003 PM,35.664,,,,0.0145,0.0245,42.4481,0.0908
2021-12-29 10:07:58:1212406 PM,34.5819,,,,0.0249,0.0364,41.6,0.0606
2021-12-29 10:07:58:2159944 PM,33.3423,,,,0.0149,0.0377,38.7746,0.0313
2021-12-29 10:07:58:3057541 PM,29.8945,,,,0.022,0.0199,34.0185,0.0438
2021-12-29 10:07:58:3978116 PM,33.8324,,,,0.0153,0.0205,38.6338,0.0565
2021-12-29 10:07:58:5257411 PM,61.1527,,,,0.015,0.0215,65.1093,0.3413
2021-12-29 10:07:58:7400466 PM,157.3504,32.7101,22.3972,60.3892,0.0135,0.0194,160.8759,0.0337
2021-12-29 10:07:58:8152858 PM,32.8977,,,,0.0142,0.0181,34.1743,0.6751
2021-12-29 10:07:58:9104144 PM,34.3854,,,,0.0142,0.0237,36.0641,0.0242
2021-12-29 10:07:59:0030651 PM,35.4691,,,,0.0136,0.049,37.4938,0.0865
2021-12-29 10:07:59:0786155 PM,31.625,,,,0.0131,0.0179,34.6346,0.0299
2021-12-29 10:07:59:1552808 PM,33.6151,,,,0.0132,0.0383,36.473,0.0288
2021-12-29 10:07:59:2201163 PM,32.1807,,,,0.0158,0.0189,33.721,0.0377
2021-12-29 10:07:59:2956361 PM,32.5382,,,,0.0136,0.0181,35.4336,0.0289
2021-12-29 10:07:59:3754976 PM,36.322,,,,0.0141,0.0191,37.5816,0.0311
2021-12-29 10:07:59:4522507 PM,34.167,,,,0.0138,0.0183,37.5458,0.03
2021-12-29 10:07:59:5167253 PM,28.6967,,,,0.0132,0.0183,31.1411,0.036
2021-12-29 10:07:59:5836820 PM,33.1477,,,,0.0135,0.0178,34.0824,0.0279
2021-12-29 10:07:59:6578888 PM,31.3165,,,,0.0129,0.0172,33.8329,0.0335
2021-12-29 10:07:59:7235949 PM,29.6973,,,,0.0189,0.021,32.2143,0.0308
2021-12-29 10:07:59:7978961 PM,35.2412,,,,0.0132,0.0194,37.5788,0.0322
2021-12-29 10:07:59:8798082 PM,35.1456,,,,0.0128,0.0183,37.6877,0.0277
2021-12-29 10:07:59:9718948 PM,34.7151,,,,0.0134,0.0747,38.1289,0.1004
2021-12-29 10:08:00:0477909 PM,32.4154,,,,0.0131,0.0183,35.0742,0.0322
2021-12-29 10:08:00:1308595 PM,34.966,,,,0.0133,0.0218,36.3901,0.0316
2021-12-29 10:08:00:2029160 PM,32.7101,,,,0.0141,0.0179,35.4024,0.0315
2021-12-29 10:08:00:2830059 PM,29.3061,,,,0.0137,0.0258,33.4447,0.0402
2021-12-29 10:08:00:3658315 PM,38.5446,,,,0.0134,0.0192,40.9248,0.0323
2021-12-29 10:08:00:4554242 PM,44.191,,,,0.0139,0.0184,47.4206,0.058
2021-12-29 10:08:00:5300104 PM,33.6182,,,,0.014,0.0231,36.4565,0.0903
2021-12-29 10:08:00:6108639 PM,35.9293,,,,0.0137,0.0181,37.0338,0.0277
2021-12-29 10:08:00:6708217 PM,30.4627,,,,0.0134,0.018,32.8717,0.0287
2021-12-29 10:08:00:7492381 PM,30.745,,,,0.0138,0.0198,33.2941,0.0282
2021-12-29 10:08:00:8258701 PM,35.9984,,,,0.0135,0.0368,38.4072,0.0322
2021-12-29 10:08:00:9047015 PM,32.6637,,,,0.0128,0.0172,33.8563,0.0324
2021-12-29 10:08:01:0145364 PM,34.7132,,,,0.0128,0.0178,69.1354,0.0308
2021-12-29 10:08:01:0787943 PM,27.9934,,,,0.0152,0.0169,30.4785,0.0277
2021-12-29 10:08:01:1529961 PM,30.7899,,,,0.014,0.0194,33.3091,0.0331
2021-12-29 10:08:01:2204119 PM,30.7657,,,,0.0167,0.0673,34.3124,0.1047
2021-12-29 10:08:01:2927737 PM,32.0112,,,,0.014,0.0209,34.7174,0.026
