Time,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,SdkRequest,ResponseRead
2021-12-29 09:58:58:5013419 PM,492.8452,34.5721,31.4008,177.1017,1.2199,1.011,690.5775,5.1629
2021-12-29 09:59:05:7325608 PM,177.8547,23.568,24.9829,82.3952,0.043,0.0372,181.1655,0.1042
2021-12-29 09:59:12:9677719 PM,182.3972,32.2324,23.1661,76.1494,0.0304,0.0449,185.7156,0.0515
