Time,Request,Resolution,Connect,Handshake,RequestHeaders,ResponseHeaders,SdkRequest,ResponseRead
2021-12-29 06:08:31 PM,441.5159,50.9134,27.846,160.4579,0.7051,0.6868,649.1652,4.1444
2021-12-29 06:08:31 PM,31.6308,,,,0.0258,0.0394,34.8248,0.0771
2021-12-29 06:08:31 PM,32.1864,,,,0.0137,0.0213,35.3498,0.0851
2021-12-29 06:08:31 PM,33.2318,,,,0.015,0.0228,36.8233,0.0537
2021-12-29 06:08:31 PM,39.636,,,,0.0141,0.0338,43.8688,0.0898
2021-12-29 06:08:31 PM,36.3957,,,,0.0328,0.0464,37.153,0.0843
2021-12-29 06:08:31 PM,33.0475,,,,0.0199,0.0384,36.5533,0.044
2021-12-29 06:08:31 PM,33.0505,,,,0.0272,0.0236,36.7939,0.0454
2021-12-29 06:08:31 PM,32.3369,,,,0.0417,0.0298,36.1842,0.09
2021-12-29 06:08:31 PM,39.395,,,,0.014,0.0184,42.0788,0.04
2021-12-29 06:08:31 PM,42.2887,,,,0.015,0.0184,45.697,0.047
2021-12-29 06:08:31 PM,30.4374,,,,0.0143,0.022,33.2735,0.0447
2021-12-29 06:08:32 PM,33.8253,,,,0.0145,0.017,36.8425,0.0461
2021-12-29 06:08:32 PM,33.462,,,,0.0139,0.0244,36.6961,0.0436
2021-12-29 06:08:32 PM,33.8348,,,,0.0138,0.0335,36.6902,0.041
2021-12-29 06:08:32 PM,35.1459,,,,0.013,0.0166,37.6602,0.0454
2021-12-29 06:08:32 PM,35.7907,,,,0.0132,0.0202,38.3605,0.1207
2021-12-29 06:08:32 PM,28.7705,,,,0.0125,0.0205,31.8071,0.0414
2021-12-29 06:08:32 PM,35.353,,,,0.0174,0.0183,38.2337,0.052
2021-12-29 06:08:32 PM,33.9825,,,,0.015,0.0397,36.9867,0.0383
2021-12-29 06:08:32 PM,32.0968,,,,0.015,0.0147,34.7631,0.0406
2021-12-29 06:08:32 PM,33.1792,,,,0.0115,0.0852,35.864,0.0404
2021-12-29 06:08:32 PM,30.6484,,,,0.0137,0.0166,33.1931,0.0344
